Directory Name	Species	Common name	Other species names	Species Taxonomy ID	Taxonomic Lineage	Assembly name	NCBI accession	Source of assembly	NCBI assembly name	NCBI assembly status	Assembly submission date	Assembly submitter organization	contig N50 (bp)	scaffold N50 (bp)	No. ancestral genes with intact ORF	No. ancestral genes with inactivating mutations	No. ancestral genes with missing sequences
Numida_meleagris__helmeted_guineafowl__HLnumMel2__GCA_014595935.1	Numida meleagris	helmeted guineafowl		8996	Aves; Neognathae; Galloanserae; Galliformes; Numididae; Numida	HLnumMel2	GCA_014595935.1	NCBI	HGFv1	Scaffold	2020-09-15	Kunming Institute of Zoology, Chinese Academy of Sciences	14170429	98083000	-1	-1	-1
Callipepla_squamata__scaled_quail__HLcalSqu1__GCA_002218305.1	Callipepla squamata	scaled quail		9009	Aves; Neognathae; Galloanserae; Galliformes; Odontophoridae; Callipepla	HLcalSqu1	GCA_002218305.1	NCBI	ASM221830v1	Scaffold	2017-07-13	Texas A&M University	154132	1035259	-1	-1	-1
Callipepla_californica_brunnescens__California_quail__HLcalCalBru1__GCA_023055725.1	Callipepla californica brunnescens	California quail	Tetrao californicus,Lophortyx californica	2893758	Aves; Neognathae; Galloanserae; Galliformes; Odontophoridae; Callipepla; Callipepla californica	HLcalCalBru1	GCA_023055725.1	NCBI	bCalCai1.0.a	Scaffold	2022-04-19	UCLA	3481594	12585889	-1	-1	-1
Colinus_virginianus__northern_bobwhite__HLcolVir2__GCA_008692595.1	Colinus virginianus	northern bobwhite	common bobwhite,bobwhite quail	9014	Aves; Neognathae; Galloanserae; Galliformes; Odontophoridae; Colinus	HLcolVir2	GCA_008692595.1	NCBI	Cv_LA_1.0	Scaffold	2019-10-07	Louisiana State University	136674	66809948	-1	-1	-1
Cyrtonyx_montezumae__Montezuma_quail__HLcyrMon1__GCF_038088225.1	Cyrtonyx montezumae	Montezuma quail	Ortyx montezumae,Mearns's quail	9017	Aves; Neognathae; Galloanserae; Galliformes; Odontophoridae; Cyrtonyx	HLcyrMon1	GCF_038088225.1	NCBI	pur_monq_1.0	Scaffold	2024-04-12	Purdue University	8147501	36229164	-1	-1	-1
Odontophorus_gujanensis__marbled_wood_quail__HLodoGuj1__GCA_013399175.1	Odontophorus gujanensis	marbled wood quail	Tetrao gujanensis	886794	Aves; Neognathae; Galloanserae; Galliformes; Odontophoridae; Odontophorus	HLodoGuj1	GCA_013399175.1	NCBI	ASM1339917v1	Scaffold	2020-07-10	B10K Consortium	74578	343789	-1	-1	-1
Oreortyx_pictus__Mountain_quail__HLorePict1A__GCA_036925125.1	Oreortyx pictus	Mountain quail	Ortyx picta	9029	Aves; Neognathae; Galloanserae; Galliformes; Odontophoridae; Oreortyx	HLorePict1A	GCA_036925125.1	NCBI	bOrePic1.0.hap1	Scaffold	2024-03-01	UCLA	10592639	58864636	NULL	NULL	NULL
Excalfactoria_chinensis__Blue-breasted_quail__HLexcChin1B__GCF_039878825.1	Excalfactoria chinensis	Blue-breasted quail	Coturnix sinensis,Chinese painted quail,Coturnix chinensis	46218	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Excalfactoria	HLexcChin1B	GCF_039878825.1	NCBI	bCotChi1.hap2	Chromosome	2024-05-31	Vertebrate Genomes Project	7816141	86361526	NULL	NULL	NULL
Meleagris_gallopavo__turkey__HLmelGal6__GCA_905368555.1	Meleagris gallopavo	turkey	wild turkey,common turkey	9103	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Meleagridinae; Meleagris	HLmelGal6	GCA_905368555.1	NCBI	MGAL_WU_HG_1.0	Chromosome	2021-03-26	Plant Sciences	26554504	70339173	-1	-1	-1
Alectoris_rufa__red-legged_partridge__HLalcRuf1__GCA_019345075.1	Alectoris rufa	red-legged partridge	Tetrao rufus	9079	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Perdicinae; Alectoris	HLalcRuf1	GCA_019345075.1	NCBI	ASM1934507v1	Scaffold	2021-07-26	CIBIO/InBIO- University of Porto	97167	11577318	-1	-1	-1
Alectoris_chukar__Chukar_partridge__HLaleChuk1__GCA_035666275.1	Alectoris chukar	Chukar partridge	Perdix chukar	9078	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Perdicinae; Alectoris	HLaleChuk1	GCA_035666275.1	NCBI	chu_hap1.0	Chromosome	2024-01-17	Shanghai Jiao Tong University	1069603	93605039	NULL	NULL	NULL
Alectoris_graeca__Rock_partridge__HLaleGrae1__GCA_965278835.1	Alectoris graeca	Rock partridge	Perdix graeca	40178	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Perdicinae; Alectoris	HLaleGrae1	GCA_965278835.1	NCBI	bAleGra1.1	Chromosome	2025-05-31	NBIS (National Bioinformatics Infrastructure Sweden)	43679502	97991491	NULL	NULL	NULL
Alectoris_magna__Przewalskis_partridge__HLaleMagn1__GCA_030625065.1	Alectoris magna	Przewalskis partridge	Caccabis magna	40179	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Perdicinae; Alectoris	HLaleMagn1	GCA_030625065.1	NCBI	ASM3062506v1	Chromosome	2023-08-08	Yantai University	23345045	77158717	NULL	NULL	NULL
Bambusicola_thoracicus__Chinese_bamboo-partridge__HLbamTho1__GCA_002909625.1	Bambusicola thoracicus	Chinese bamboo-partridge	Perdix thoracica,Bambusicola thoracica	9083	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Perdicinae; Bambusicola	HLbamTho1	GCA_002909625.1	NCBI	Bthov1.0	Scaffold	2018-01-31	University of Florida	10597	13160	NULL	NULL	NULL
Coturnix_coturnix__Common_quail__HLcotCotu1__GCA_051820755.1	Coturnix coturnix	Common quail	Tetrao coturnix	9091	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Perdicinae; Coturnix	HLcotCotu1	GCA_051820755.1	NCBI	ASM5182075v1	Chromosome	2025-08-05	Donana Biological Station (EBD-CSIC)	2547645	75266076	NULL	NULL	NULL
Coturnix_japonica__Japanese_quail__cotJap2__GCF_001577835.1	Coturnix japonica	Japanese quail	Coturnix coturnix japanica,Coturnix japonica japonica,Coturnix coturnix japonica,Coturnix coturnix Japonicus	93934	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Perdicinae; Coturnix	cotJap2	GCF_001577835.1	NCBI	Coturnix japonica 2.0	Chromosome	2016-03-01	McDonnell Genome Institute - Washington University School of Medicine	511217	2975000	-1	-1	-1
Perdix_hodgsoniae__Tibetan_partridge__HLperHodg1__GCA_035772895.1	Perdix hodgsoniae	Tibetan partridge	Sacfa hodgsoniae	573593	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Perdicinae; Perdix	HLperHodg1	GCA_035772895.1	NCBI	ASM3577289v1	Scaffold	2024-01-17	Kent State University	132711	9113078	NULL	NULL	NULL
Chrysolophus_amherstiae__Lady_Amhersts_pheasant__HLchrAmhe1__GCA_036784685.1	Chrysolophus amherstiae	Lady Amhersts pheasant	Phasianus amherstiae	9088	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Chrysolophus	HLchrAmhe1	GCA_036784685.1	NCBI	C_AMH_1	Scaffold	2024-02-23	Ashoka University	3726849	3854451	NULL	NULL	NULL
Chrysolophus_pictus__golden_pheasant__HLchrPic1__GCA_003413605.1	Chrysolophus pictus	golden pheasant		9089	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Chrysolophus	HLchrPic1	GCA_003413605.1	NCBI	Chrysolophus_pictus_GenomeV1.0	Scaffold	2018-08-20	Inner Mongolia Agricultural University	38217	1560063	-1	-1	-1
Crossoptilon_crossoptilon__White-eared_pheasant__HLcroCros1__GCA_036346035.1	Crossoptilon crossoptilon	White-eared pheasant	Phasianus crossoptilon,Szechuan white-eared pheasant	30408	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Crossoptilon	HLcroCros1	GCA_036346035.1	NCBI	ASM3634603v1	Scaffold	2024-02-02	The University of North Carolina at Charlotte	29586366	29586366	NULL	NULL	NULL
Crossoptilon_mantchuricum__brown_eared-pheasant__HLcroMan1__GCA_019593555.1	Crossoptilon mantchuricum	brown eared-pheasant		9097	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Crossoptilon	HLcroMan1	GCA_019593555.1	NCBI	cma1	Scaffold	2021-08-13	Beijing Normal University	157489	3632751	-1	-1	-1
Gallus_gallus__chicken__HLgalGal7__GCF_016699485.2	Gallus gallus	chicken	Gallus gallus domesticus,red junglefowl,Phasianus gallus,bantam,dwarf Leghorn chickens,chickens	9031	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus	HLgalGal7	GCF_016699485.2	NCBI	bGalGal1.mat.broiler.GRCg7b	Chromosome	2021-01-19	Vertebrate Genomes Project	18834961	90861225	-1	-1	-1
Gallus_gallus__Chicken__HLgalGal8__GCF_016700215.2	Gallus gallus	Chicken	dwarf Leghorn chickens,Phasianus gallus,red junglefowl,bantam,chickens,Gallus gallus domesticus	9031	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus	HLgalGal8	GCF_016700215.2	NCBI	bGalGal1.pat.whiteleghornlayer.GRCg7w_WZ	Chromosome	2021-10-01	Vertebrate Genomes Project	17744542	90563926	NULL	NULL	NULL
Gallus_gallus__chicken__galGal6__GCF_000002315.5	Gallus gallus	chicken	red junglefowl,bantam,chickens,dwarf Leghorn chickens,Gallus gallus domesticus	9031	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus	galGal6	GCF_000002315.5	NCBI	GRCg6a	Chromosome	2018-03-27	Genome Reference Consortium	17655422	20785086	-1	-1	-1
Lophura_nycthemera__Silver_pheasant__HLlopNyc1__GCA_021292215.1	Lophura nycthemera	Silver pheasant	Phasianus nycthemerus,Gennaeus nycthemerus	9046	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Lophura	HLlopNyc1	GCA_021292215.1	NCBI	ASM2129221v1	Scaffold	2021-12-27	Shaanxi Normal University	6360312	6955689	-1	-1	-1
Lophura_swinhoii__Swinhoes_pheasant__HLlopSwin1__GCA_030408155.1	Lophura swinhoii	Swinhoes pheasant	Euplocamus swinhoii,Lophura swinhoei	140446	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Lophura	HLlopSwin1	GCA_030408155.1	NCBI	ASM3040815v1	Chromosome	2023-07-05	Shaanxi Normal University	11027439	61385513	NULL	NULL	NULL
Pavo_cristatus__Indian_peafowl__HLpavCri1__GCA_005519975.1	Pavo cristatus	Indian peafowl	blue peafowl	9049	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Pavo	HLpavCri1	GCA_005519975.1	NCBI	AIIM_Pcri_1.0	Scaffold	2019-05-20	DEPARTMENT OF BIOCHEMISTRY, ALL INDIA INSTITUTE OF MEDICAL SCIENCES(AIIMS), NEW DELHI, INDIA	103131	190304	-1	-1	-1
Pavo_muticus__green_peafowl__HLpavMut1__GCA_016647715.1	Pavo muticus	green peafowl		9050	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Pavo	HLpavMut1	GCA_016647715.1	NCBI	ASM1664771v1	Scaffold	2021-01-15	Kunming Institute of Zoology, Chinese Academy of Sciences	161314	2028964	-1	-1	-1
Phasianus_colchicus__Ring-necked_pheasant__HLphaCol1__GCA_004143745.1	Phasianus colchicus	Ring-necked pheasant	common pheasant	9054	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Phasianus	HLphaCol1	GCA_004143745.1	NCBI	ASM414374v1	Scaffold	2019-02-06	Shenzhen University	197843	10682894	-1	-1	-1
Phasianus_colchicus__Ring-necked_pheasant__HLphaCol2__GCA_015227605.1	Phasianus colchicus	Ring-necked pheasant	common pheasant	9054	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Phasianus	HLphaCol2	GCA_015227605.1	NCBI	ASM1522760v1	Scaffold	2020-11-04	Shanghai Jiao Tong University	1328716	59462841	-1	-1	-1
Syrmaticus_mikado__Mikado_pheasant__HLsyrMik1__GCA_003435085.1	Syrmaticus mikado	Mikado pheasant		9065	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Syrmaticus	HLsyrMik1	GCA_003435085.1	NCBI	NTU_Smik_1.2	Scaffold	2018-08-31	National Taiwan University	107959	11324524	-1	-1	-1
Tragopan_temminckii__Temmincks_tragopan__HLtraTemm1__GCA_028571105.1	Tragopan temminckii	Temmincks tragopan	Satyra temminckii	9071	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Tragopan	HLtraTemm1	GCA_028571105.1	NCBI	ASM2857110v1	Scaffold	2023-02-09	Iridian Genomes	16512	45914079	NULL	NULL	NULL
Centrocercus_minimus__Gunnison_sage-grouse__HLcenMin1__GCA_005890655.1	Centrocercus minimus	Gunnison sage-grouse	Centrocercus urophasianus minimus,Gunnison sage grouse	211967	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Tetraoninae; Centrocercus	HLcenMin1	GCA_005890655.1	NCBI	Cmin_1.0	Scaffold	2019-06-14	U.S. Geological Survey	3500535	3849570	-1	-1	-1
Centrocercus_urophasianus__Greater_sage-grouse__HLcenUro1__GCF_019232065.1	Centrocercus urophasianus	Greater sage-grouse	Tetrao urophasianus,greater sage grouse,Centrocerus urophasianus,sage grouse	9002	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Tetraoninae; Centrocercus	HLcenUro1	GCF_019232065.1	NCBI	USGS_Curo_1.0	Scaffold	2021-07-15	United States Geological Survey	177390	34618776	-1	-1	-1
Lagopus_leucura__white-tailed_ptarmigan__HLlagLeu1__GCF_019238085.1	Lagopus leucura	white-tailed ptarmigan	Lagopus leucurus	30410	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Tetraoninae; Lagopus	HLlagLeu1	GCF_019238085.1	NCBI	USGS_WTPT01	Scaffold	2021-07-15	United States Geological Survey	214153	36287040	-1	-1	-1
Lagopus_muta__rock_ptarmigan__HLlagMut1__GCA_023343835.1	Lagopus muta	rock ptarmigan	Tetrao mutus	64668	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Tetraoninae; Lagopus	HLlagMut1	GCA_023343835.1	NCBI	bLagMut1 primary	Chromosome	2022-05-12	Vertebrate Genomes Project	17905263	71229700	-1	-1	-1
Lyrurus_tetrix__Black_grouse__HLlyrTetr1__GCA_043882375.1	Lyrurus tetrix	Black grouse	Tetrao tetrix	1233216	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Tetraoninae; Lyrurus	HLlyrTetr1	GCA_043882375.1	NCBI	ASM4388237v1	Scaffold	2024-10-25	Bielefeld University	164437	69550540	NULL	NULL	NULL
Tetrao_urogallus__Western_capercaillie__HLtetUro1__GCA_951394365.1	Tetrao urogallus	Western capercaillie		100830	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Tetraoninae; Tetrao	HLtetUro1	GCA_951394365.1	NCBI	bTetUro1.1	Chromosome	2023-06-15	WELLCOME SANGER INSTITUTE	1909808	71401156	-1	-1	-1
Tympanuchus_pallidicinctus__Lesser_prairie-chicken__HLtymPal1__GCF_026119805.1	Tympanuchus pallidicinctus	Lesser prairie-chicken	Cupidonia cupido pallidicincta	109042	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Tetraoninae; Tympanuchus	HLtymPal1	GCF_026119805.1	NCBI	pur_lepc_1.0	Scaffold	2022-11-10	Purdue University	19124196	45339891	-1	-1	-1
Tympanuchus_cupido_pinnatus__greater_prairie_chicken__HLtymCup1__GCA_001870855.1	Tympanuchus cupido pinnatus	greater prairie chicken		211916	Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Tetraoninae; Tympanuchus; Tympanuchus cupido	HLtymCup1	GCA_001870855.1	NCBI	T_cupido_pinnatus_GPC_3440_v1	Scaffold	2016-11-07	Revive & Restore Heath Hen De-extinction Team	47484	12138678	-1	-1	-1
Ciconia_boyciana__Oriental_stork__HLcicBoyc1__GCF_034638445.1	Ciconia boyciana	Oriental stork	Ciconia ciconia boyciana	52775	Aves; Neognathae; Neoaves; Aequornithes; Ciconiiformes; Ciconiidae; Ciconia	HLcicBoyc1	GCF_034638445.1	NCBI	ASM3463844v1	Chromosome	2023-12-27	Northeast Forestry University	35788150	102765642	NULL	NULL	NULL
Ciconia_ciconia__White_stork__HLcicCico1__GCA_030584885.1	Ciconia ciconia	White stork	Ardea ciconia	8928	Aves; Neognathae; Neoaves; Aequornithes; Ciconiiformes; Ciconiidae; Ciconia	HLcicCico1	GCA_030584885.1	NCBI	CIBIO_CCic_1.0	Scaffold	2023-07-31	CIBIO - Centro de Investigacao em Biodiversidade e Recursos Geneticos	180212	24544117	NULL	NULL	NULL
Ciconia_maguari__Maguari_stork__HLcicMag2__GCA_017639555.1	Ciconia maguari	Maguari stork	Ardea maguari	52777	Aves; Neognathae; Neoaves; Aequornithes; Ciconiiformes; Ciconiidae; Ciconia	HLcicMag2	GCA_017639555.1	NCBI	bCicMag1.pri	Chromosome	2021-03-30	Vertebrate Genomes Project	23757428	85554746	-1	-1	-1
Mycteria_americana__Wood_stork__HLmycAmer1__GCF_035582795.1	Mycteria americana	Wood stork		33587	Aves; Neognathae; Neoaves; Aequornithes; Ciconiiformes; Ciconiidae; Mycteria	HLmycAmer1	GCF_035582795.1	NCBI	USCA_MyAme_1.0	Chromosome	2024-01-12	University of South Carolina Aiken	36845572	80020930	NULL	NULL	NULL
Thinocorus_orbignyianus__Gray_breasted_seedsnipe__HLthiOrb1__GCA_013400375.1	Thinocorus orbignyianus	Gray breasted seedsnipe	Thinocorus orbignyanus	161742	Aves; Neognathae; Neoaves; Aequornithes; Ciconiiformes; Thinocoridae; Thinocorus	HLthiOrb1	GCA_013400375.1	NCBI	ASM1340037v1	Scaffold	2020-07-10	B10K Consortium	75634	845400	-1	-1	-1
Gavia_stellata__Red-throated_loon__HLgavStel3B__GCF_030936135.1	Gavia stellata	Red-throated loon	Colymbus stellatus	37040	Aves; Neognathae; Neoaves; Aequornithes; Gaviiformes; Gaviidae; Gavia	HLgavStel3B	GCF_030936135.1	NCBI	bGavSte3.hap2	Chromosome	2023-08-30	Vertebrate Genomes Project	13765203	50637386	NULL	NULL	NULL
Gavia_stellata__red-throated_loon__gavSte1__GCF_000690875.1	Gavia stellata	red-throated loon		37040	Aves; Neognathae; Neoaves; Aequornithes; Gaviiformes; Gaviidae; Gavia	gavSte1	GCF_000690875.1	NCBI	ASM69087v1	Scaffold	2014-05-13	BGI	24321	45523	-1	-1	-1
Gavia_adamsii__Yellow-billed_loon__HLgavAdam2__GCA_982554905.1	Gavia adamsii	Yellow-billed loon	Colymbus adamsii	372293	Aves; Neognathae; Neoaves; Aequornithes; Gaviiformes; Gaviidae; Gavia	HLgavAdam2	GCA_982554905.1	NCBI	B10K-D-NHMO-2	Scaffold	2026-05-04	Center for Evolutionary Hologenomics, University of Copenhagen	170112	17478523	NULL	NULL	NULL
Ardea_cinerea__Grey_heron__HLardCine1__GCA_982553185.1	Ardea cinerea	Grey heron	Fischreiher	30390	Aves; Neognathae; Neoaves; Aequornithes; Pelecaniformes; Ardeidae; Ardea	HLardCine1	GCA_982553185.1	NCBI	B10K-D-NHMO-84	Scaffold	2026-05-03	Center for Evolutionary Hologenomics, University of Copenhagen	291988	9845750	NULL	NULL	NULL
Ardea_cinerea__Grey_heron__HLardCine2A	Ardea cinerea	Grey heron	Fischreiher	30390	Aves; Neognathae; Neoaves; Aequornithes; Pelecaniformes; Ardeidae; Ardea	HLardCine2A	https://genomeark.s3.amazonaws.com/index.html?prefix=species/Ardea_cinerea/bArdCin1/assembly_curated/	https://genomeark.s3.amazonaws.com/index.html?prefix=species/Ardea_cinerea/bArdCin1/assembly_curated/			2026-08-21		70982289	84199254	NULL	NULL	NULL
Botaurus_lentiginosus__American_bittern__HLbotLent1__GCA_982554215.1	Botaurus lentiginosus	American bittern	Ardea lentiginosa	110661	Aves; Neognathae; Neoaves; Aequornithes; Pelecaniformes; Ardeidae; Botaurus	HLbotLent1	GCA_982554215.1	NCBI	B10K-D-CUMV-8	Scaffold	2026-05-03	Center for Evolutionary Hologenomics, University of Copenhagen	160292	884859	NULL	NULL	NULL
Butorides_virescens__green_heron__HLbutVir1__GCA_017310255.1	Butorides virescens	green heron	Ardea virescens	110671	Aves; Neognathae; Neoaves; Aequornithes; Pelecaniformes; Ardeidae; Butorides	HLbutVir1	GCA_017310255.1	NCBI	ASM1731025v1	Contig	2021-03-09	Canada's Genomic Enterprise	222988	222988	-1	-1	-1
Butorides_sundevalli__Lava_heron__HLbutSund1A__GCA_057816235.1	Butorides sundevalli	Lava heron	Ardea sundevalli	2767357	Aves; Neognathae; Neoaves; Aequornithes; Pelecaniformes; Ardeidae; Butorides	HLbutSund1A	GCA_057816235.1	NCBI	bButSun1.hap1	Chromosome	2026-06-01	Vertebrate Genomes Project	47187809	84146035	NULL	NULL	NULL
Cochlearius_cochlearius__boat-billed_heron__HLcocCoc1__GCA_013396365.1	Cochlearius cochlearius	boat-billed heron	Cochlearius cochlearia	110676	Aves; Neognathae; Neoaves; Aequornithes; Pelecaniformes; Ardeidae; Cochlearius	HLcocCoc1	GCA_013396365.1	NCBI	ASM1339636v1	Scaffold	2020-07-10	B10K Consortium	62809	1662124	-1	-1	-1
Egretta_garzetta__little_egret__egrGar1__GCF_000687185.1	Egretta garzetta	little egret		188379	Aves; Neognathae; Neoaves; Aequornithes; Pelecaniformes; Ardeidae; Egretta	egrGar1	GCF_000687185.1	NCBI	ASM68718v1	Scaffold	2014-05-09	College of Medicine and Forensics, Xi'an Jiaotong University	29019	3067157	-1	-1	-1
Egretta_eulophotes__Chinese_egret__HLegrEulo1__GCA_056459225.1	Egretta eulophotes	Chinese egret	Herodias eulophotes	458089	Aves; Neognathae; Neoaves; Aequornithes; Pelecaniformes; Ardeidae; Egretta	HLegrEulo1	GCA_056459225.1	NCBI	EgrEul1.0	Chromosome	2026-03-31	Xiamen University	84397422	84397422	NULL	NULL	NULL
Gorsachius_goisagi__Japanese_night-heron__HLgorGoi1__GCA_018403395.1	Gorsachius goisagi	Japanese night-heron		1215352	Aves; Neognathae; Neoaves; Aequornithes; Pelecaniformes; Ardeidae; Gorsachius	HLgorGoi1	GCA_018403395.1	NCBI	G_goisagi_scaffold_01	Scaffold	2021-03-31	Environmental Genomics Office Center for Environmetal Biology and Ecosystem Studies, National Institute for Environmental Studies	42983	73010	-1	-1	-1
Gorsachius_magnificus__White-eared_night_heron__HLgorMagn1__GCA_034008185.1	Gorsachius magnificus	White-eared night heron	Oroanassa magnifica,Nycticorax magnificus	887050	Aves; Neognathae; Neoaves; Aequornithes; Pelecaniformes; Ardeidae; Gorsachius	HLgorMagn1	GCA_034008185.1	NCBI	SYSU_GOM	Chromosome	2023-12-01	Sun Yat-sen University	18463888	84772300	NULL	NULL	NULL
Nycticorax_nycticorax__black-crowned_night-heron__HLnycNyc1__GCA_023375905.1	Nycticorax nycticorax	black-crowned night-heron	Ardea nycticorax	8901	Aves; Neognathae; Neoaves; Aequornithes; Pelecaniformes; Ardeidae; Nycticorax	HLnycNyc1	GCA_023375905.1	NCBI	ASM2337590v1	Scaffold	2022-05-16	Xiamen University	73971	3016563	-1	-1	-1
Pelecanus_crispus__Dalmatian_pelican__HLpelCris2__GCA_030463565.1	Pelecanus crispus	Dalmatian pelican	Pelecanus philippensis crispus	36300	Aves; Neognathae; Neoaves; Aequornithes; Pelecaniformes; Pelecanidae; Pelecanus	HLpelCris2	GCA_030463565.1	NCBI	bPelCri1.pri	Chromosome	2023-07-18	Vertebrate Genomes Project	9666746	86807213	NULL	NULL	NULL
Pelecanus_erythrorhynchos__American_white_pelican__HLpelEryt1__GCA_051176275.1	Pelecanus erythrorhynchos	American white pelican	 1789,Pelecanus erythrorynchos,Pelecanus erythrorhynchos Gmelin	33618	Aves; Neognathae; Neoaves; Aequornithes; Pelecaniformes; Pelecanidae; Pelecanus	HLpelEryt1	GCA_051176275.1	NCBI	bPelEry1_p1.1	Contig	2025-07-02	Canada's national platform for genome sequencing and analysis	5571114	5571114	NULL	NULL	NULL
Pelecanus_crispus__Dalmatian_pelican__pelCri1__GCF_000687375.1	Pelecanus crispus	Dalmatian pelican	Pelecanus philippensis crispus	36300	Aves; Neognathae; Neoaves; Aequornithes; Pelecaniformes; Pelecanidae; Pelecanus	pelCri1	GCF_000687375.1	NCBI	ASM68737v1	Scaffold	2014-05-09	BGI	21679	43364	-1	-1	-1
Scopus_umbretta__Hamerkop__HLscoUmbr1__GCA_013400535.1	Scopus umbretta	Hamerkop		33581	Aves; Neognathae; Neoaves; Aequornithes; Pelecaniformes; Scopidae; Scopus	HLscoUmbr1	GCA_013400535.1	NCBI	ASM1340053v1	Scaffold	2020-07-10	B10K Consortium	16158	32357	NULL	NULL	NULL
Eudocimus_ruber__Scarlet_ibis__HLeudRube1__GCA_041043685.1	Eudocimus ruber	Scarlet ibis	Scolopax rubra	335483	Aves; Neognathae; Neoaves; Aequornithes; Pelecaniformes; Threskiornithidae; Eudocimus	HLeudRube1	GCA_041043685.1	NCBI	ASM4104368v1	Scaffold	2024-08-05	Iridian Genomes	35096	101016769	NULL	NULL	NULL
